Subject	Course Number	Description
MAE	5210	Designers use dimensional tolerances to limit spatial variations in mechanical parts and assemblies; the goals are interchangeability in assembly, performance, and cost. This course covers traditional limit tolerances briefly, but focuses mainly on modern geometric tolerances and their role in assembly control. Students are not required to complete the problem and project assignments. Students will learn the main concepts, principles, and techniques of dimensional tolerancing, but will not perform any assembly or tolerance analysis and design.
MAE	5220	This interdisciplinary design course aims to provide a holistic introduction to Internet of Things (IoT) and train students on the core technological and communication skills through community engagement and working on real-world applications. IoT has become an enabler for new economic activities and provides potentially cost-effective solutions to a wide range of societal challenges. Students team up with community partners throughout a semester to tackle a real-world problem using IoT technology. The project topics include, but are not limited to, energy, environmental, civic infrastructure monitoring. The project teams will apply engineering design principles and critically examine sensor selection, sensor deployment, wireless communication, data quality, security and privacy as well as value proposition for IoT-based solutions. The key learning outcome of this course is that students will grasp how to develop IoT-based technological solutions and become competent in communicating how to use the IoT technology responsibly to create positive societal impact.
MAE	5230	Builds on the foundation of MAE 3230. The lectures emphasize on the physics and mathematical analysis of the subject. Topics include incompressible flows, compressible flows, and computational fluid dynamics. As an integral part of the course, you will learn numerical method and how to use ANSYS/Fluent to solve flow problems. The students will develop problem-solving skills, through which to cultivate an appreciation for the rich and complex structure of fluids, and appreciation for fundamental ideas in fluid dynamics.
MAE	5260	Successful component and system design is dependent on the ability to specify products that balance cost, performance, and component robustness. This course will consider methods for design optimization that are driven by an attention to manufacturing and assembly processes while maintaining consideration for functional sensitivities. 
MAE	5469	Energy resources, their conversion to electricity or mechanical work, and the environmental consequences of the energy cycle are discussed by faculty members from several departments in the university and by outside experts. Topics include energy resources and economics; coal-based electricity generation; nuclear reactors; solar power; energy conservation by users; and air pollution control.
MAE	5510	Introduction to air and rocket propulsion. Emphasis on air-breathing gas-turbines. Chemical rocket propulsion. Brief discussion of of ramjets and of propellers. Application of thermodynamic and fluid-mechanical principles to analysis of performance and design, including fuel efficiency and environmental impacts.
MAE	5530	Introduction to simulation-based design as an alternative to prototype-based design; modeling and optimization of complex real-life processes for design and research, using industry-standard physics-based computational software. Emphasis is on problem formulation, starting from a real process and developing its computer model. Covers biomedical processes in thermal therapy and drug delivery that involve heat transfer, mass transfer, and fluid flow. Computational topics introduce the finite-element method, model validation, pre- and post-processing, and pitfalls of using computational software. Students choose their own semester-long biomedical project, which is the major part of the course (no final exam).  Students in BEE 5530 will have to expand the developed model as an individual effort separate from the group effort and include this as an individual report that is an extension of the group report. Such an extension of the mathematical model can include additional and substantial computational work approved by the instructor in any (but not all) of the areas—physics, geometry, properties and validation.
MAE	5630	In this class we will use a combination of first-principles and bioinspired-design approaches to achieve unique, useful, and non-obvious technology. We will approach product design from both a &quot;push&quot; and &quot;pull&quot; customer demand focus. Individual and small team mentoring, in-class presentations, crowd-assisted development, and hardware prototyping and testing where possible will aid in refining the key innovations. This course presumes the enrolled students either: (i) have an existing application space in which they are developing a technological solution, or (ii) have enough training (i.e., B.S. degree) in a core engineering discipline to formulate a technical solution to an as-yet unidentified engineering contradiction (per the TRIZ paradigm).
MAE	5670	This course will provide foundations of polymer mechanics building from the basics of mechanics of materials. The focus will be split between experimental methods/data interpretation and modeling approaches. Topics will include: hyper-elasticity, viscoelasticity, glass transition temperature, and plasticity with applications to both synthetic and biological materials. There will also be a scientific literature reading component through which students will be able to pick their own focus areas in the latter part of the semester.
MAE	5770	Free and forced response of vibrating mechanical systems modeled as having one, two and several degrees of freedom, as well as models of continuous structures such as beams. Eigenanalysis. Vibration design: isolators, absorbers.
MAE	5790	Introduction to nonlinear dynamics, with applications to physics, engineering, biology, and chemistry. Emphasizes analytical methods, concrete examples, and geometric thinking. Topics include one-dimensional systems; bifurcations; phase plane; nonlinear oscillators; and Lorenz equations, chaos, strange attractors, fractals, iterated mappings, period doubling, renormalization.
MAE	5860	Selected topics in the analysis and design of vehicle components and vehicle systems. Emphasis on automobiles. Engines, transmissions, suspension, brakes, and aerodynamics are discussed. The course uses first principles and applies them to specific systems. The course is highly quantitative, using empirical and analytical approaches.
MAE	5920	This is an advanced course in the application of analytical methodologies and tools to the analysis and optimization of complex systems. On completion of this course, students should be able to use probability and statistics as a modeling and analysis tool for systems exhibiting uncertainty; be able to use algorithms and dynamic programming to model and optimize systems with a recursive structure; be able to use optimization tools to optimize complex systems and tune parameters.
MAE	5940	Covers tools needed to build skills for career development and the job search. Also covers a process to organize, complete and present the Master of Engineering Project.
MAE	5949	Weekly meeting for master of engineering students. Discussion with industry speakers and faculty members on the uses of engineering in the economic design, manufacturing, marketing, and distribution and goods and services.
MAE	5950	Every system has an architecture (its essence, or DNA), i.e., a high-level abstraction of its design that provides a unifying concept for detailed design and commits most of the system&#039;s performance and lifecycle cost. This course presents the frameworks, methods, and tools required to analyze and synthesize system architectures. The course has a theory part that emphasizes synergies between humans and computers in the architecture process, and a practical part based on a long project and guest lectures by real system architects. The theory part covers topics such as architecture views, layers and projections, stakeholder networks, dealing with fuzziness, automatic concept generation, architecture space exploration, patterns and styles, heuristics, and knowledge engineering. The practice part focuses on special topics such as commonality, platforming, reuse, upstream and downstream influences, and software architecture.
MAE	6040	This two-part course is aimed at giving students a knowledgebase to (i) fundamentally understand contact, friction, and wear mechanisms and (ii) design surface engineering processes for a desired tribological performance. The first part of the course covers fundamental science relevant to surfaces. Mechanics of contact at different length-scales, the origin of the frictional force, the use of lubrication to reduce friction, and different wear mechanisms, from adhesive to abrasive and erosive, will be discussed in the first part. The second part of the course will cover an overview of different surface modification processes and coating technologies with an emphasis on the physics of the process.
MAE	6230	Intended as a first graduate-level course on Computational Fluid Dynamics (CFD), with focus on flows for which compressibility effects can be neglected. Includes topics ranging from discretization techniques to solution methods for linear and non-linear, steady and unsteady problems. Advanced concepts such as multigrid methods, verification and validation, and reactive flows simulations will be introduced. Builds upon a required fluid mechanics background, providing a more detailed discussion of governing equations and presenting computational methods for generating approximate solutions. In this project-based course, students will build a CFD code during the course of the semester, integrating various techniques as they are discussed in class.
MAE	6260	This course will provide the foundations for applied multiscale computational mechanics through a hands-on approach. The focus will be primarily on particle-based methods that emphasize practical usages of open-source software in a Linux environment, such as Python, ORCA, Quantum Espresso, LAMMPS, and NAMD. Topics will include introductory levels of python programming, quantum mechanics, density functional theory, statistical mechanics, molecular dynamics, and multiscale coupling methods with broad applications in characterizing the structural, mechanical, and thermal properties for both organic and inorganic materials.
MAE	6310	Topics include the nature of turbulence and its physical manifestations, statistical description and scales of turbulent motion, turbulent free shear flows and wall bounded flows, Reynolds-averaged Navier-Stokes equations and closure models, introduction to large-eddy simulation, and mixing and reaction in turbulent flows.
MAE	6540	This course covers the physics, thermodynamics, and mechanics of ionized fluids for propulsion applications. This course begins by introducing principles of statistical thermodynamics to derive distribution functions for the fluid description of charged particles. Electrohydrodynamic and magnetohydrodynamic continuum models are introduced and applied to equilibrium problems ranging from the transport of a multi-species charged liquid in a propellant reservoir to the acceleration of a supersonic plasma flow. Both continuum and kinetic approaches are applied to understand the key principles and non-linear phenomena pertinent to the design and operation ion engines, Hall thrusters, and generic ion plumes.
MAE	6670	Application of mechanics and materials principles to orthopaedic soft tissues. Mechanical properties of cartilage, tendon, and ligaments; applied viscoelasticity theory for cartilage, tendon, and ligament; cartilage, tendon, and ligament biology; tendon and ligament wound healing; osteoarthritis.
MAE	6720	A graduate level course in astrodynamics and trajectory design. Course topics include a brief review of the two body problem, impulsive transfers, and perturbations; orbit determination and one-way ranging; algebraic and symplectic mappings and surfaces of section; the circular and elliptical 3-body problem, invariant manifolds and 3-body orbit design; secular and resonant perturbations; finite and continuous thrust modeling and transfer design. The course will emphasize numerical methods and building deep understanding of modern approaches to orbital design problems. Familiarity with basic orbital mechanics (at the level of MAE 4060 or equivalent) and numerical integration of dynamical systems will be assumed.
MAE	6730	Robot manipulation is the ability for a robot to interact physically with objects in the world and manipulate them towards completing a task. It is one of the greatest technical challenges in robotics, due primarily to the interplay of uncertainty about the world and clutter within it. As robots become integrated into complex human environments, robot manipulation is increasingly necessary to assist humans in these unstructured environments. Robotic manipulation will enable applications like personal assistant robots in the home and factory worker robots in advanced manufacturing. This course covers the fundamental theory, concepts, and systems of robot manipulation, including both software and hardware.
MAE	6780	Introduction to multivariable feedback control theory in both time and frequency domain. Topics include model-based control, performance limitations, Linear Quadratic and H-infinity optimal control, control synthesis vis convex optimization, and model predictive control. Additional topics at the discretion of the instructor.
MAE	6900	Project-based course in the area of mechanical or aerospace engineering under the guidance of a faculty member.
MAE	6910	Independent study at the MEng course level.
MAE	6998	
MAE	7880	Continuum mechanics is the basis for a vast array of problems in modern and classical engineering.  The focus of this course is the development of the fundamentals of continuum mechanics and thermodynamics which will allow for description of complex phenomena in solids, fluids, and mixtures (solid-fluid) and quickly take us to modern and exciting topics of coupled problems in multiphysics problems in solids as well mechanics of soft and biological materials.  Most natural phenomena are nonlinear, so the main aim of this course is the development of an adequate framework to model nonlinear phenomena in solids. The models that will be developed to capture physcial phenomena, can be solved analytically or numerically; towards the latter, a connection of the proposed modeling with the Finite Element Method in the context of multiphysical modeling will be covered.  
MAE	7999	Lectures by visiting scientists and Cornell faculty and staff members on research topics of current interest in mechanical and aerospace science, especially in connection with new research.
MAE	8900	Independent research in an area of mechanical and aerospace engineering under the guidance of a member of the faculty.
MATH	1006	Reviews material presented in MATH 1106 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1106 lectures or discussions.
MATH	1011	Reviews material presented in MATH 1110 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1110 lectures.
MATH	1012	Reviews material presented in MATH 1120 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 1120 lectures or discussions.
MATH	1021	Reviews material presented in MATH 2210 lectures, provides problem-solving techniques and tips as well as prelim review. Provides further instruction for students who need reinforcement. Not a substitute for attending MATH 2210 lectures or discussions.
MATH	1106	The goal of this course is to give students a strong basis in some quantitative skills needed in the life and social sciences. There will be an emphasis on modeling, using fundamental concepts from calculus developed in the course, including: derivatives, integrals, and introductory differential equations. Examples from the life sciences are used throughout the course. To give a concrete example, we will study predator-prey populations. We will write down mathematical models that describe the evolution of these populations, analyze both quantitative and qualitative properties to make predictions about the future of these populations, and discuss the assumptions and limitations of the models. Note that while we will cover the topics of derivatives and integrals, this course has a different, much more applied, focus from courses such as MATH 1110 or a typical high school calculus course.
MATH	1110	Topics include functions and graphs, limits and continuity, differentiation and integration of algebraic, trigonometric, inverse trig, logarithmic, and exponential functions; applications of differentiation, including graphing, max-min problems, tangent line approximation, implicit differentiation, and applications to the sciences; the mean value theorem; and antiderivatives, definite and indefinite integrals, the fundamental theorem of calculus, substitution in integration, the area under a curve. Graphing calculators are used, and their pitfalls are discussed, as applicable to the above topics.
MATH	1120	Focuses on integration: applications, including volumes and arc length; techniques of integration, approximate integration with error estimates, improper integrals, differential equations (separation of variables, initial conditions, systems, some applications). Also covers infinite sequences and series: definition and tests for convergence, power series, Taylor series with remainder, and parametric equations.
MATH	1340	We apply mathematical reasoning to problems arising in the social sciences. We discuss game theory and its applications to questions of governing and the analysis of political conflicts. The problem of finding fair election procedures to choose among three or more alternatives is analyzed.
MATH	1710	Introductory statistics course discussing techniques for analyzing data occurring in the real world and the mathematical and philosophical justification for these techniques. Topics include population and sample distributions, central limit theorem, statistical theories of point estimation, confidence intervals, testing hypotheses, the linear model, and the least squares estimator. The course concludes with a discussion of tests and estimates for regression and analysis of variance (if time permits). The computer is used to demonstrate some aspects of the theory, such as sampling distributions and the Central Limit Theorem. In the lab portion of the course, students learn and use computer-based methods for implementing the statistical methodology presented in the lectures.
MATH	1910	Essentially a second course in calculus. Topics include techniques of integration, finding areas and volumes by integration, exponential growth, partial fractions, infinite sequences and series, tests of convergence, and power series.
MATH	1920	Introduction to multivariable calculus. Topics include partial derivatives, double and triple integrals, line and surface integrals, vector fields, Green&#039;s theorem, Stokes&#039; theorem, and the divergence theorem.
MATH	2130	Topics include vectors and vector-valued functions; multivariable and vector calculus including multiple and line integrals in different coordinate systems; and first- and second-order differential equations with applications. Optional topics may include Green&#039;s theorem, the divergence theorem, and systems of differential equations.​
MATH	2210	Topics include vector algebra, linear transformations, matrices, determinants, orthogonality, eigenvalues, and eigenvectors. Applications are made to linear differential or difference equations. The lectures introduce students to formal proofs. Students are required to produce some proofs in their homework and on exams.
MATH	2220	Differential and integral calculus of functions in several variables, line and surface integrals as well as the theorems of Green, Stokes, and Gauss.
MATH	2240	Topics include vector fields; line integrals; differential forms and exterior derivative; work, flux, and density forms; integration of forms over parametrized domains; and Green&#039;s, Stokes&#039;, and divergence theorems.
MATH	2930	Introduction to ordinary and partial differential equations. Topics include: first-order equations (separable, linear, homogeneous, exact); mathematical modeling (e.g., population growth, terminal velocity); qualitative methods (slope fields, phase plots, equilibria, and stability); numerical methods; second-order equations (method of undetermined coefficients, application to oscillations and resonance, boundary-value problems and eigenvalues); and Fourier series. A substantial part of this course involves partial differential equations, such as the heat equation, the wave equation, and Laplace&#039;s equation. (This part must be present in any outside course being considered for transfer credit to Cornell as a substitute for MATH 2930.)
MATH	2940	Linear algebra and its applications. Topics include: matrices, determinants, vector spaces, eigenvalues and eigenvectors, orthogonality and inner product spaces; applications include brief introductions to difference equations, Markov chains, and systems of linear ordinary differential equations. May include computer use in solving problems.
MATH	3040	In mathematics, the methodology of proof provides a central tool for confirming the validity of mathematical assertions, functioning much as the experimental method does in the physical sciences. In this course, students learn various methods of mathematical proof, starting with basic techniques in propositional and predicate calculus and in set theory and combinatorics, and then moving to applications and illustrations of these via topics in one or more of the three main pillars of mathematics: algebra, analysis, and geometry. Since cogent communication of mathematical ideas is important in the presentation of proofs, the course emphasizes clear, concise exposition.
MATH	3110	Provides a transition from calculus to real analysis. Topics include rigorous treatment of fundamental concepts in calculus: including limits and convergence of sequences and series, compact sets; continuity, uniform continuity and differentiability of functions. Emphasis is placed upon understanding and constructing mathematical proofs.
MATH	3320	An introductory course on number theory, the branch of algebra that studies the deeper properties of integers and their generalizations. Usually includes most of the following topics: the Euclidean algorithm, continued fractions, Pythagorean triples, Diophantine equations such as Pell&#039;s equation, congruences, quadratic reciprocity, binary quadratic forms, Gaussian integers, and factorization in quadratic number fields. May include a brief introduction to Fermat&#039;s Last Theorem.
MATH	3340	An introduction to structures of abstract algebra, including groups, rings, fields, factorization of polynomials and integers, congruences, and the structure of finite abelian groups. Additional topics include modules over Euclidean domain and Sylow theorems.
MATH	3360	Introduction to the concepts and methods of abstract algebra and number theory that are of interest in applications. Covers the basic theory of groups, rings and fields and their applications to such areas as public-key cryptography, error-correcting codes, parallel computing, and experimental designs. Applications include the RSA cryptosystem and use of finite fields to construct error-correcting codes and Latin squares. Topics include elementary number theory, Euclidean algorithm, prime factorization, congruences, theorems of Fermat and Euler, elementary group theory, Chinese remainder theorem, factorization in the ring of polynomials, and classification of finite fields.
MATH	4030	Development of mathematics from Babylon and Egypt and the Golden Age of Greece through its nineteenth century renaissance in the Paris of Cauchy and Lagrange and the Berlin of Weierstrass and Riemann. Covers basic algorithms underlying algebra, analysis, number theory, and geometry in historical order. Theorems and exercises cover the impossibility of duplicating cubes and trisecting angles, which regular polygons can be constructed by ruler and compass, the impossibility of solving the general fifth degree algebraic equation by radicals, the transcendence of pi. Students give presentations from original sources over 5000 years of mathematics.
MATH	4130	Introduction to the rigorous theory underlying calculus, covering the real number system and functions of one variable. Based entirely on proofs. The student is expected to know how to read and, to some extent, construct proofs before taking this course. Topics typically include construction of the real number system, properties of the real number system, continuous functions, differential and integral calculus of functions of one variable, sequences and series of functions.
MATH	4140	Proof-based introduction to further topics in analysis. Topics may include the Lebesgue measure and integration, functions of several variables, differential calculus, implicit function theorem, infinite dimensional normed and metric spaces, Fourier series, ordinary differential equations.
MATH	4180	Theoretical and rigorous introduction to complex variable theory. Topics include complex numbers, differential and integral calculus for functions of a complex variable including Cauchy&#039;s theorem and the calculus of residues, elements of conformal mapping.
MATH	4210	Introduction to nonlinear dynamics, with applications to physics, engineering, biology, and chemistry. Emphasizes analytical methods, concrete examples, and geometric thinking. Topics include one-dimensional systems; bifurcations; phase plane; nonlinear oscillators; and Lorenz equations, chaos, strange attractors, fractals, iterated mappings, period doubling, renormalization.
MATH	4260	Introduction to the fundamentals of numerical linear algebra: direct and iterative methods for linear systems, eigenvalue problems, singular value decomposition. In the second half of the course, the above are used to build iterative methods for nonlinear systems and for multivariate optimization. Strong emphasis is placed on understanding the advantages, disadvantages, and limits of applicability for all the covered techniques. Computer programming is required to test the theoretical concepts throughout the course.
MATH	4280	Topics are selected from first-order quasilinear equations, classification of second-order equations, with emphasis on maximum principles, existence, uniqueness, stability, Fourier series methods, approximation methods.
MATH	4310	Introduction to linear algebra, including the study of vector spaces, linear transformations, matrices, and systems of linear equations. Additional topics are quadratic forms and inner product spaces, canonical forms for various classes of matrices and linear transformations.
MATH	4340	Honors version of a course in abstract algebra, which treats the subject from an abstract and axiomatic viewpoint, including universal mapping properties. Topics include groups, groups acting on sets, Sylow theorems; rings, factorization: Euclidean rings, principal ideal domains and unique factorization domains, the structure of finitely generated modules over a principal ideal domain, fields, and Galois theory. The course emphasizes understanding the theory with proofs in both homework and exams.
MATH	4420	Continuation of MATH 4410, although formally independent of the material covered there.  The emphasis here is the study of certain combinatorial structures, such as Latin squares and combinatorial designs (which are of use in statistical experimental design), classical finite geometries and combinatorial geometries (also known as matroids, which arise in many areas from algebra and geometry through discrete optimization theory).  There is an introduction to partially ordered sets and lattices, including general Möbius inversion and its application, as well as the Polya theory of counting in the presence of symmetries.
MATH	4500	An introduction to a topic that is central to mathematics and important in physics and engineering. The objects of study are certain classes of matrices, such as orthogonal, unitary, or symplectic matrices. These classes have both algebraic structure (groups) and geometric/topological structure (manifolds). Thus the course will be a mixture of algebra and geometry/topology, with a little analysis as well. The topics will include Lie algebras (which are an extension of the notion of vector multiplication in three-dimensional space), the exponential mapping (a generalization of the exponential function of calculus), and representation theory (which studies the different ways in which groups can be represented by matrices). Concrete examples will be emphasized. Background not included in the prerequisites will be developed as needed.
MATH	4540	Differential geometry involves using calculus to study geometric concepts such as curvature and geodesics. This introductory course focuses on the differential geometry of curves and surfaces. It may also touch upon the higher-dimensional generalizations, Riemannian manifolds, which underlie the study of general relativity.
MATH	4710	Introduction to probability theory, which prepares the student to take MATH 4720. The course begins with basics: combinatorial probability, mean and variance, independence, conditional probability, and Bayes formula. Density and distribution functions and their properties are introduced. The law of large numbers and the central limit theorem are stated and their implications for statistics are discussed.
MATH	4720	Statistics have proved to be an important research tool in nearly all of the physical, biological, and social sciences. This course serves as an introduction to statistics for students who already have some background in calculus, linear algebra, and probability theory. Topics include parameter estimation, hypothesis testing, and linear regression. The course emphasizes both the mathematical theory of statistics and techniques for data analysis that are useful in solving scientific problems.
MATH	4740	A one-semester introduction to stochastic processes which develops the theory together with applications. The course will always cover Markov chains in discrete and continuous time and Poisson processes. Depending upon the interests of the instructor and the students, other topics may include queuing theory, martingales, Brownian motion, and option pricing.
MATH	4820	Advanced discussion of a topic in logic or foundational mathematics.
MATH	4900	An independent research course by arrangement with an individual professor.  The goal is for the student to perform an independent investigation into a specific mathematical question.  The student and professor will set expectations and grading policies at the beginning of the term.
MATH	4901	An independent reading course by arrangement with an individual professor. The goal is for the student to master a body of mathematics outside the normal curriculum. The student and professor will set expectations and grading policies at the beginning of the term.
MATH	4980	Examines principles underlying the content of the secondary school mathematics curriculum, including connections with the history of mathematics, technology, and mathematics education research. One credit is awarded for attending two Saturday workshops (see math.cornell.edu/math-5080) and writing a paper. Other credit options are available for students completing additional work, such as tutoring at a local middle school or completing a research paper or project.
MATH	5080	Examines principles underlying the content of the secondary school mathematics curriculum, including connections with the history of mathematics, technology, and mathematics education research. One credit is awarded for attending two Saturday workshops (see math.cornell.edu/math-5080) and writing a paper.
MATH	5420	Continuation of MATH 5410, although formally independent of the material covered there.  The emphasis here is the study of certain combinatorial structures, such as Latin squares and combinatorial designs (which are of use in statistical experimental design), classical finite geometries and combinatorial geometries (also known as matroids, which arise in many areas from algebra and geometry through discrete optimization theory).  There is an introduction to partially ordered sets and lattices, including general Möbius inversion and its application, as well as the Polya theory of counting in the presence of symmetries.
MATH	6120	MATH 6110-6120 are the core analysis courses in the mathematics graduate program. MATH 6120 covers complex analysis, Fourier analysis, and distribution theory.
MATH	6150	This course emphasizes the &quot;classical&quot; aspects of partial differential equations (PDEs).  The usual topics include fundamental solutions for the Laplace/Poisson, heat and and wave equations in Rn, mean-value properties, maximum principles, energy methods, Duhamel&#039;s principle, and an introduction to nonlinear first-order equations, including shocks and weak solutions. Additional topics may include Hamilton-Jacobi equations, distribution theory, and the Fourier transform.
MATH	6220	Covers basic theory of Hilbert and Banach spaces and operations on them. Applications.
MATH	6320	MATH 6310-6320 are the core algebra courses in the mathematics graduate program. MATH 6320 covers Galois theory, representation theory of finite groups, and introduction to homological algebra.
MATH	6350	A first course on homological algebra. Topics will include a brief introduction to categories and functors, chain and cochain complexes, operations on complexes, (co)homology, standard resolutions (injective, projective, flat), classical derived functors, Tor and Ext, Yoneda&#039;s interpretation of Ext, homological dimension, rings of small dimensions, introduction to group cohomology.
MATH	6370	An introduction to number theory focusing on the algebraic theory. Topics include, but are not limited to, number fields, Dedekind domains, class groups, Dirichlet&#039;s unit theorem, local fields, ramification, decomposition and inertia groups, and the distribution of primes.
MATH	6410	An introduction to enumerative combinatorics from an algebraic, geometric and topological point of view. Topics include, but are not limited to, permutation statistics, partitions, generating functions, various types of posets and lattices (distributive, geometric, and Eulerian), Möbius inversion, face numbers, shellability, and relations to the Stanley-Reisner ring.
MATH	6510	MATH 6510-MATH 6520 are the core topology courses in the mathematics graduate program. MATH 6510 is an introductory study of certain geometric processes for associating algebraic objects such as groups to topological spaces. The most important of these are homology groups and homotopy groups, especially the first homotopy group or fundamental group, with the related notions of covering spaces and group actions. The development of homology theory focuses on verification of the Eilenberg-Steenrod axioms and on effective methods of calculation such as simplicial and cellular homology and Mayer-Vietoris sequences. If time permits, the cohomology ring of a space may be introduced.
MATH	6540	This course is an introduction to some of the fundamentals of homotopy theory. Homotopy theory studies spaces up to homotopy equivalence, not just up to homeomorphism. This allows for a variety of algebraic techniques which are not available when working up to homeomorphism. This class studies the fundamentals and tools of homotopy theory past homology and cohomology. Topics may include computations of higher homotopy groups, simplicial sets, model categories, spectral sequences, and rational homotopy theory.
MATH	6670	A first course in algebraic geometry. Affine and projective varieties. The Nullstellensatz. Schemes and morphisms between schemes. Dimension theory. Potential topics include normalization, Hilbert schemes, curves and surfaces, and other choices of the instructor.
MATH	6720	Conditional expectation, martingales, Brownian motion. Other topics such as Markov chains, ergodic theory, and stochastic calculus depending on time and interests of the instructor.
MATH	6730	This course will focus on the finite sample theory of statistical inference, emphasizing estimation, hypothesis testing, and confidence intervals.  Specific topics include: uniformly minimum variance unbiased estimators, minimum risk equivariant estimators, Bayes estimators, minimax estimators, the Neyman-Pearson theory of hypothesis testing, and the construction of optimal invariant tests.
MATH	6830	Introduction to model theory at the level of the books by Hodges or Chang and Keisler.
MATH	7120	Selection of advanced topics from analysis. Course content varies.
MATH	7290	Talks on various methods in scientific computing, the analysis of their convergence properties and computational efficiency, and their adaptation to specific applications.
MATH	7390	Topics will vary depending on the instructor and the level of the audience. They range from representation theory of Lie algebras and of real and p-adic Lie groups, geometric representation theory, quantum groups and their representations, invariant theory to applications of Lie theory to other parts of mathematics.
MATH	7560	A weekly seminar in which visiting or local speakers present results in topology, geometric group theory, or related subjects.
MATH	7580	Selection of advanced topics from modern algebraic, differential, and geometric topology. Content varies.
MATH	7620	Selection of advanced topics from modern geometry. Content varies.
MATH	7710	Selection of advanced topics from probability theory. Content varies.
MATH	7820	A twice weekly seminar in logic. Typically, a topic is selected for each semester, and at least half of the meetings of the course are devoted to this topic with presentations primarily by students. Opportunities are also provided for students and others to present their own work and other topics of interest.
MATH	7900	Supervised research for the doctoral dissertation.
MEDVL	1101	
MEDVL	1740	This course explores the history of imperial China between the 3rd century b.c.e. and the 16th century c.e. with a focus on the following questions: How did imperial Chinese states go about politically unifying diverse peoples over vast spaces? How did imperial Chinese approaches to governance and to relations with the outer world compare with strategies employed by other historical empires? How did those approaches change over time? How did major socio-cultural formations — including literary canons; religious and familial lineages; marketing networks; and popular book and theatrical cultures — grow and take root, and what were the broader ramifications of those developments? How did such basic configurations of human difference as Chinese (civilized)-barbarian identity, high-low status, and male-female gender operate and change over time?
MEDVL	2082	The Middle Ages are usually imagined as a time of manly men and feminine women: no room for gender ambiguity in Conan the Barbarian! Yet gender, then as now, was in fact unstable, multiple, and above all, constructed. This course explores the different ways masculinity was understood, manufactured, and manipulated in northern Europe – primarily early Ireland, England, and Scandinavia – using a variety of literary, legal, historical, archaeological, and artistic sources. Students will gain new perspectives on both gender and sex, on the one hand, and the history of medieval Europe, on the other.
MEDVL	2170	This course explores major texts and themes of the Hispanic tradition from the 11th to the 17th centuries. We will examine general questions on literary analysis and the relationship between literature and history around certain events, such as medieval multicultural Iberia, the creation of the Spanish Inquisition in the 15th century and the expulsion of the Jews in 1492; the encounter between the Old and the New Worlds; the &#039;opposition&#039; of high and low in popular culture, and of the secular and the sacred in poetry and prose. Readings may be drawn from medieval short stories and miracle collections; chivalric romances, Columbus, Lazarillo de Tormes, Cervantes, Lope de Vega, Calderón, and Sor Juana Inés de la Cruz, among others.
MEDVL	2355	Survey lecture course covering the creation, encoding, and reception of Medieval (roughly AD 500-1500) European, Byzantine, and Islamic architecture, ornament, manuscripts, liturgical and luxury objects.  The approach is thematic but chronologically grounded; attention is also given to cultural interaction in the Mediterranean basin.
MEDVL	3080	An introduction to Old Norse-Icelandic mythology and the Icelandic family saga-the &quot;native&quot; heroic literary genre of Icelandic tradition. Texts will vary but will normally include the Prose Edda, the Poetic Edda, Hrafnkels Saga, Njals Saga, Laxdaela Saga, and Grettirs Saga. All readings will be in translation. The class counts toward the pre-1800 requirement for English majors.
MEDVL	3120	Beowulf is about monsters, dragons and heroes and is the longest and most interesting Old English heroic poem. In this course we will read the poem in the original and discuss the critical and scholarly problems which the poem presents. Some knowledge of Old English is appropriate, but the class is open to beginners in Old English who will be provided with tutorial help in preparing and reading assigned passages. Among the topics we will discuss are the relationship of Beowulf to &quot;pagan&quot; practice and belief, the related question of  &quot;Christianity and Paganism &quot; in the poem, &quot;Beowulf and the tradition of  Germanic heroic poetry&quot;, &quot; Orality and Christian Latin learning &quot;and &quot;Beowulf, Tolkien, and the modern age&quot;. The course will be open to student initiatives, if students wish to explore such topics as Beowulf and archeology or the historical context of the poem. The class counts toward the pre-1800 requirement for English majors.
MEDVL	3200	This course aims to familiarize students with the history of Scandinavia, ca. 800-1100 ad. Although well known as a dramatic chapter in medieval history, this period remains enigmatic and often misunderstood. Our goal will be to set Norse history within its European context, observing similarities with processes elsewhere in the medieval world, the better to perceive what makes the Norse unique. We will examine the social, economic and political activities of the Norsemen in continental Scandinavia, in Western and Eastern Europe, and in the North Atlantic. 
MEDVL	3210	A selective survey of Western philosophical thought from the fourth to the 14th century. Topics include the problem of universals, the theory of knowledge and truth, the nature of free choice and practical reasoning, and philosophical theology. Readings (in translation) include Augustine, Boethius, Anselm, Abelard, Aquinas, Scotus, and Ockham. Some attention will be given to the development of ideas across the period and the influence of non-Western traditions on the West.
